question,answers,type,template_variant
"Who wrote the book ""No Time to Say Goodbye: A Memoir of a Life in Foster Care""?",John William Tuohy,book-author,who-wrote-book
"Who is the author of the book ""The Curious Incident Of The Dog In The Night Time""?",Mark Haddon,book-author,author-of-book
"Who wrote the book ""The Obsession""?",Nora Roberts,book-author,who-wrote-book
"Who wrote the book ""Leroy Ninker Saddles Up""?",Kate DiCamillo,book-author,who-wrote-book
"Who is the author of the book ""You Know Where to Find Me""?",Rachel Cohn,book-author,author-of-book
"Who wrote the book ""Shadow Keeper""?",Christine Feehan,book-author,who-wrote-book
"Who is the author of the book ""Nemesis Games""?",James S.A. Corey,book-author,author-of-book
"Who is the author of the book ""The Date Fruit Elegies""?",John Olivares Espinoza,book-author,author-of-book
"Who wrote the book ""Books of the Western Canon: 797 Great Books by 204 Essential Authors""?",Harold Bloom,book-author,who-wrote-book
"Who is the author of the book ""The Golf Omnibus""?",P.G. Wodehouse,book-author,author-of-book
"Who wrote the book ""Cosmic Horizons: Astronomy at the Cutting Edge""?",Neil deGrasse Tyson,book-author,who-wrote-book
"Who is the author of the book ""Family Album""?",Danielle Steel,book-author,author-of-book
"Who wrote the book ""Unashamed""?",Lecrae Moore,book-author,who-wrote-book
"Who is the author of the book ""The Best Science Fiction and Fantasy of the Year, Volume 6""?",Libba Bray,book-author,author-of-book
"Who wrote the book ""Men on Men 5: Best New Gay Fiction""?",David Rakoff,book-author,who-wrote-book
"Who is the author of the book ""Murder Mysteries""?",Neil Gaiman,book-author,author-of-book
"Who is the author of the book ""History of the Decline and Fall of the Roman Empire, Vol. 1""?",Edward Gibbon,book-author,author-of-book
"Who wrote the book ""USA""?",Terry Deary,book-author,who-wrote-book
"Who is the author of the book ""Risked""?",Margaret Peterson Haddix,book-author,author-of-book
"Who wrote the book ""Radical Freedom: A Guide to Authentic Living""?",Joan D. Chittister,book-author,who-wrote-book
"Who is the author of the book ""Jesus, Interrupted: Revealing the Hidden Contradictions in the Bible & Why We Don't Know About Them""?",Bart D. Ehrman,book-author,author-of-book
"Who is the author of the book ""Queen Margot, or Marguerite de Valois""?",Alexandre Dumas,book-author,author-of-book
"Who wrote the book ""Food for Thought - 365 Christian Quotes to start your day with""?",Nicholas Appleyard,book-author,who-wrote-book
"Who is the author of the book ""My Invented Country: A Nostalgic Journey Through Chile""?",Isabel Allende,book-author,author-of-book
"Who is the author of the book ""The Confessions of Nat Turner""?",William Styron,book-author,author-of-book
"Who is the author of the book ""The Phoenix Endangered""?",Mercedes Lackey,book-author,author-of-book
"Who wrote the book ""Purple Hibiscus""?",Chimamanda Ngozi Adichie,book-author,who-wrote-book
"Who is the author of the book ""Wild Magic""?",Tamora Pierce,book-author,author-of-book
"Who is the author of the book ""The Black Goddess and the Unseen Real: Our Uncommon Senses and Their Common Sense""?",Peter Redgrove,book-author,author-of-book
"Who wrote the book ""The Haunted Mask II""?",R.L. Stine,book-author,who-wrote-book
"Who is the author of the book ""Mostly Harmless""?",Douglas Adams,book-author,author-of-book
"Who wrote the book ""Mackenzie's Mountain""?",Linda Howard,book-author,who-wrote-book
"Who is the author of the book ""The Black Box""?",Michael Connelly,book-author,author-of-book
"Who wrote the book ""Maine""?",J Courtney Sullivan,book-author,who-wrote-book
"Who wrote the book ""En memoria de Paulina""?",Adolfo Bioy Casares,book-author,who-wrote-book
"Who wrote the book ""Dagon et autres nouvelles de terreur""?",H.P. Lovecraft,book-author,who-wrote-book
"Who wrote the book ""Walter Benjamin or Towards a Revolutionary Criticism""?",Terry Eagleton,book-author,who-wrote-book
"Who is the author of the book ""The Naughtiest Girl in the School""?",Enid Blyton,book-author,author-of-book
"Who is the author of the book ""A Question of Belief""?",Donna Leon,book-author,author-of-book
"Who is the author of the book ""Anne of Green Gables Boxed Set""?",L.M. Montgomery,book-author,author-of-book
"Who wrote the book ""Shattered Bonds: The Color Of Child Welfare""?",Dorothy Roberts,book-author,who-wrote-book
"Who wrote the book ""Ordeal by Innocence""?",Agatha Christie,book-author,who-wrote-book
"Who wrote the book ""High Lonesome: Selected Stories, 1966-2006""?",Joyce Carol Oates,book-author,who-wrote-book
"Who wrote the book ""The Attorney""?",Steve Martini,book-author,who-wrote-book
"Who wrote the book ""Bleach, Volume 05""?",Tite Kubo,book-author,who-wrote-book
"Who is the author of the book ""Bloodhound""?",Tamora Pierce,book-author,author-of-book
"Who is the author of the book ""True Legend""?",Mike Lupica,book-author,author-of-book
"Who is the author of the book ""Be a People Person""?",John C. Maxwell,book-author,author-of-book
"Who is the author of the book ""The Impossible: A Story of Rats followed by Dianus and by The Oresteia""?",Georges Bataille,book-author,author-of-book
"Who wrote the book ""The Passion""?",Jeanette Winterson,book-author,who-wrote-book
"Who is the author of the book ""Saving Faith""?",David Baldacci,book-author,author-of-book
"Who is the author of the book ""Player Piano""?",Kurt Vonnegut,book-author,author-of-book
"Who is the author of the book ""The Making of the English Working Class""?",E.P. Thompson,book-author,author-of-book
"Who wrote the book ""Star Wars: The Clone Wars: No Prisoners""?",Karen Traviss,book-author,who-wrote-book
"Who wrote the book ""Colombiano""?",Rusty Young,book-author,who-wrote-book
"Who wrote the book ""Traitor to His Class: The Privileged Life and Radical Presidency of Franklin Delano Roosevelt""?",H.W. Brands,book-author,who-wrote-book
"Who wrote the book ""Euclid's Window: The Story of Geometry from Parallel Lines to Hyperspace""?",Leonard Mlodinow,book-author,who-wrote-book
"Who wrote the book ""Rhinoceros and Other Plays""?",Eugène Ionesco,book-author,who-wrote-book
"Who wrote the book ""Leap""?",Terry Tempest Williams,book-author,who-wrote-book
"Who wrote the book ""Dombey and Son""?",Charles Dickens,book-author,who-wrote-book
"Who wrote the book ""Les Misérables: Volume Two""?",Victor Hugo,book-author,who-wrote-book
"Who is the author of the book ""True Light""?",Terri Blackstock,book-author,author-of-book
"Who is the author of the book ""Strange Girl""?",Christopher Pike,book-author,author-of-book
"Who wrote the book ""The Freedom Maze""?",Delia Sherman,book-author,who-wrote-book
"Who wrote the book ""Flashman in the Great Game: A Novel""?",George MacDonald Fraser,book-author,who-wrote-book
"Who wrote the book ""Population Control: How Corporate Owners Are Killing Us""?",Jim Marrs,book-author,who-wrote-book
"Who is the author of the book ""Perchance to Dream""?",Lisa Mantchev,book-author,author-of-book
"Who is the author of the book ""Circle of Gold""?",Diana Palmer,book-author,author-of-book
"Who wrote the book ""Polar Bears""?",Mark Haddon,book-author,who-wrote-book
"Who wrote the book ""Ride the Dark Trail""?",Louis L'Amour,book-author,who-wrote-book
"Who wrote the book ""Momentos estelares de la humanidad: Catorce miniaturas históricas""?",Stefan Zweig,book-author,who-wrote-book
"Who wrote the book ""Big Jack""?",J.D. Robb,book-author,who-wrote-book
"Who wrote the book ""Lost Memory of Skin""?",Russell Banks,book-author,who-wrote-book
"Who wrote the book ""A Fifty-Year Silence: Love, War, and a Ruined House in France""?",Miranda Richmond Mouillot,book-author,who-wrote-book
"Who is the author of the book ""Foundation's Edge""?",Isaac Asimov,book-author,author-of-book
"Who wrote the book ""A Traveller in Romance: Uncollected Writings, 1901-1964""?",W. Somerset Maugham,book-author,who-wrote-book
"Who is the author of the book ""Dark Magic""?",Christine Feehan,book-author,author-of-book
"Who is the author of the book ""Guardian Demon""?",Meljean Brook,book-author,author-of-book
"Who is the author of the book ""Dream on""?",Sarah Mlynowski,book-author,author-of-book
"Who is the author of the book ""Bleach―ブリーチ― 41 [Burīchi 41]""?",Tite Kubo,book-author,author-of-book
"Who is the author of the book ""Kill Shot""?",Vince Flynn,book-author,author-of-book
"Who wrote the book ""God's Debris: A Thought Experiment""?",Scott Adams,book-author,who-wrote-book
"Who is the author of the book ""Mockingbird Wish Me Luck""?",Charles Bukowski,book-author,author-of-book
"Who wrote the book ""No Excuses!""?",Wayne W. Dyer,book-author,who-wrote-book
"Who wrote the book ""Valiant: A Modern Tale of Faerie""?",Holly Black,book-author,who-wrote-book
"Who wrote the book ""The Devil Finds Work""?",James Baldwin,book-author,who-wrote-book
"Who wrote the book ""Courtesan""?",Diane Haeger,book-author,who-wrote-book
"Who is the author of the book ""Christine Feehan Ghostwalkers Novels 6-9""?",Christine Feehan,book-author,author-of-book
"Who wrote the book ""Shock!""?",Graham Greene,book-author,who-wrote-book
"Who is the author of the book ""CliffsNotes on Heller's Catch-22""?",Joseph Heller,book-author,author-of-book
"Who is the author of the book ""Job: A Comedy of Justice""?",Robert A. Heinlein,book-author,author-of-book
"Who wrote the book ""Fate Knows Best""?",Alanea Alder,book-author,who-wrote-book
"Who wrote the book ""Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers""?",Timothy Ferriss,book-author,who-wrote-book
"Who is the author of the book ""The Elements of Expression: Putting Thoughts into Words""?",Arthur Plotnik,book-author,author-of-book
"Who is the author of the book ""Murphy""?",Samuel Beckett,book-author,author-of-book
"Who wrote the book ""The Beatles: The Biography""?",Bob Spitz,book-author,who-wrote-book
"Who is the author of the book ""A Stricken Field""?",Martha Gellhorn,book-author,author-of-book
"Who wrote the book ""Trentatré""?",Mirya,book-author,who-wrote-book
"Who wrote the book ""The Story of Ireland: A History of the Irish People""?",Neil Hegarty,book-author,who-wrote-book
"Who is the author of the book ""Strange Pilgrims""?",Gabriel Garcí­a Márquez,book-author,author-of-book
"Who is the author of the book ""Técnicas prohibidas de Persuasión, manipulación e influencia usando patrones de lenguaje y técnicas de PNL (2a Edición): Cómo persuadir, influenciar y ... patrones de lenguaje y PNL""?",Steve Allen,book-author,author-of-book
"Who is the author of the book ""Thrive""?",Krista Ritchie,book-author,author-of-book
"Who wrote the book ""Anne of Green Gables: 13 Books [Annotated]""?",L.M. Montgomery,book-author,who-wrote-book
"Who wrote the book ""Reasons to Live""?",Amy Hempel,book-author,who-wrote-book
"Who is the author of the book ""Things I Wish I'd Known Before We Got Married""?",Gary Chapman,book-author,author-of-book
"Who wrote the book ""The Science of Sherlock Holmes: From Baskerville Hall to the Valley of Fear, the Real Forensics Behind the Great Detective's Greatest Cases""?",E.J. Wagner,book-author,who-wrote-book
"Who wrote the book ""The Man Who Came Uptown""?",George Pelecanos,book-author,who-wrote-book
"Who wrote the book ""Georgette Heyer""?",Jennifer Kloester,book-author,who-wrote-book
"Who is the author of the book ""A New History of Western Philosophy""?",Anthony Kenny,book-author,author-of-book
"Who is the author of the book ""The Absolutist""?",John Boyne,book-author,author-of-book
"Who wrote the book ""Dead Man's Folly""?",Agatha Christie,book-author,who-wrote-book
"Who wrote the book ""Los barcos se pierden en tierra: Textos y artículos sobre barcos, mares y marinos""?",Arturo Pérez-Reverte,book-author,who-wrote-book
"Who is the author of the book ""The Bloody Chamber and Other Stories""?",Angela Carter,book-author,author-of-book
"Who is the author of the book ""The Queen of Kentucky""?",Alecia Whitaker,book-author,author-of-book
"Who is the author of the book ""I Sing the Body Electric! & Other Stories""?",Ray Bradbury,book-author,author-of-book
"Who wrote the book ""Annie's Baby: The Diary of Anonymous, A Pregnant Teenager""?",Beatrice Sparks,book-author,who-wrote-book
"Who is the author of the book ""Unto Us a Son Is Given""?",Donna Leon,book-author,author-of-book
"Who is the author of the book ""A Host of Furious Fancies""?",Mercedes Lackey,book-author,author-of-book
"Who wrote the book ""Devil's Gate""?",Clive Cussler,book-author,who-wrote-book
"Who wrote the book ""9 Letters""?",Blake Austin,book-author,who-wrote-book
"Who wrote the book ""Join Me!""?",Danny Wallace,book-author,who-wrote-book
"Who wrote the book ""Must Love Dragons""?",Stephanie Rowe,book-author,who-wrote-book
"Who wrote the book ""The Crimson Petal And The White""?",Michel Faber,book-author,who-wrote-book
"Who wrote the book ""Thunderball""?",Ian Fleming,book-author,who-wrote-book
"Who is the author of the book ""Fireflies""?",David Morrell,book-author,author-of-book
"Who wrote the book ""Keep It Shut: What to Say, How to Say It, and When to Say Nothing at All""?",Karen Ehman,book-author,who-wrote-book
"Who is the author of the book ""The Outsiders""?",S. E. Hinton,book-author,author-of-book
"Who is the author of the book ""Defending Your Faith: An Introduction to Apologetics""?",R.C. Sproul,book-author,author-of-book
"Who wrote the book ""In the Beginning: The Story of the King James Bible and How It Changed a Nation, a Language, and a Culture""?",Alister E. McGrath,book-author,who-wrote-book
"Who is the author of the book ""Bryant & May and The Bleeding Heart""?",Christopher Fowler,book-author,author-of-book
"Who is the author of the book ""War and Peace""?",Leo Tolstoy,book-author,author-of-book
