question,answer,type
What is the ISO code of the currency Mongolian tögrög from Mongolia?,MNT,iso_code
What is the ISO code of the currency New Zealand dollar from New Zealand?,NZD,iso_code
What is the fractional unit of the currency Solomon Islands dollar from Solomon Islands?,Cent,fractional_unit
What is the ISO code of the currency West African CFA franc from Burkina Faso?,XOF,iso_code
What is the fractional unit of the currency Surinamese dollar from Suriname?,Cent,fractional_unit
"What is the ISO code of the currency South Korean won from Korea, South?",KRW,iso_code
What is the fractional unit of the currency United States dollar[G] from Saba?,Cent,fractional_unit
What is the fractional unit of the currency Fijian dollar from Fiji?,Cent,fractional_unit
What is the ISO code of the currency South Sudanese pound from South Sudan?,SSP,iso_code
What is the ISO code of the currency Guatemalan quetzal from Guatemala?,GTQ,iso_code
What is the ISO code of the currency Bahraini dinar from Bahrain?,BHD,iso_code
What is the ISO code of the currency Euro from Latvia?,EUR,iso_code
What is the ISO code of the currency Sterling from United Kingdom?,GBP,iso_code
What is the ISO code of the currency Moldovan leu from Moldova?,MDL,iso_code
What is the fractional unit of the currency Renminbi from China?,Jiao[I],fractional_unit
What is the currency symbol of the currency Kazakhstani tenge from Kazakhstan?,₸,symbol_or_abbreviation
What is the ISO code of the currency Cayman Islands dollar from Cayman Islands?,KYD,iso_code
What is the currency symbol of the currency Euro from Akrotiri and Dhekelia?,€,symbol_or_abbreviation
What is the ISO code of the currency Turkmenistani manat from Turkmenistan?,TMT,iso_code
What is the ISO code of the currency Hungarian forint from Hungary?,HUF,iso_code
What is the ISO code of the currency Caribbean guilder from Sint Maarten?,XCG,iso_code
What is the currency symbol of the currency Rwandan franc from Rwanda?,FRw,symbol_or_abbreviation
What is the fractional unit of the currency Kyrgyz som from Kyrgyzstan?,Tyiyn,fractional_unit
What is the currency symbol of the currency Turkmenistani manat from Turkmenistan?,m,symbol_or_abbreviation
What is the fractional unit of the currency Euro from Portugal?,Cent,fractional_unit
What is the currency symbol of the currency Norwegian krone from Norway?,kr,symbol_or_abbreviation
What is the currency symbol of the currency United States dollar from Palau?,$,symbol_or_abbreviation
What is the currency symbol of the currency Caribbean guilder from Sint Maarten?,Cg,symbol_or_abbreviation
What is the fractional unit of the currency West African CFA franc from Côte d'Ivoire?,Centime,fractional_unit
What is the ISO code of the currency Tanzanian shilling from Tanzania?,TZS,iso_code
What is the fractional unit of the currency New Zealand dollar from Cook Islands?,Cent,fractional_unit
What is the currency symbol of the currency Hong Kong dollar from Hong Kong?,$,symbol_or_abbreviation
What is the fractional unit of the currency Tongan paʻanga[O] from Tonga?,Seniti,fractional_unit
What is the fractional unit of the currency Euro from Malta?,Cent,fractional_unit
What is the fractional unit of the currency Haitian gourde from Haiti?,Centime,fractional_unit
What is the fractional unit of the currency Manx pound from Isle of Man?,Penny,fractional_unit
What is the ISO code of the currency Saint Helena pound from Saint Helena?,SHP,iso_code
What is the fractional unit of the currency Turkish lira from Turkey?,Kuruş,fractional_unit
What is the currency symbol of the currency Chilean peso from Chile?,$,symbol_or_abbreviation
What is the ISO code of the currency Saint Helena pound from Ascension Island?,SHP,iso_code
What is the ISO code of the currency United States dollar[G] from Sint Eustatius?,USD,iso_code
What is the fractional unit of the currency Tanzanian shilling from Tanzania?,Cent,fractional_unit
What is the ISO code of the currency Brazilian real from Brazil?,BRL,iso_code
What is the ISO code of the currency Moldovan leu from Moldova?,MDL,iso_code
What is the currency symbol of the currency Euro from Malta?,€,symbol_or_abbreviation
What is the fractional unit of the currency Brazilian real from Brazil?,Centavo,fractional_unit
What is the fractional unit of the currency Uzbekistani sum from Uzbekistan?,Tiyin,fractional_unit
What is the ISO code of the currency Qatari riyal from Qatar?,QAR,iso_code
What is the fractional unit of the currency Armenian dram from Armenia?,Luma,fractional_unit
What is the ISO code of the currency South African rand from South Africa?,ZAR,iso_code
What is the fractional unit of the currency Malawian kwacha from Malawi?,Tambala,fractional_unit
What is the fractional unit of the currency Tuvaluan dollar from Tuvalu?,Cent,fractional_unit
What is the ISO code of the currency Euro from Slovenia?,EUR,iso_code
What is the fractional unit of the currency Eastern Caribbean dollar from Antigua and Barbuda?,Cent,fractional_unit
What is the fractional unit of the currency United States dollar from Micronesia?,Cent,fractional_unit
What is the fractional unit of the currency Indonesian rupiah from Indonesia?,Sen,fractional_unit
What is the currency symbol of the currency Omani rial from Oman?,RO,symbol_or_abbreviation
What is the ISO code of the currency Icelandic króna from Iceland?,ISK,iso_code
What is the currency symbol of the currency Chilean peso from Chile?,$,symbol_or_abbreviation
What is the ISO code of the currency Eastern Caribbean dollar from Saint Kitts and Nevis?,XCD,iso_code
What is the currency symbol of the currency Euro from Kosovo?,€,symbol_or_abbreviation
What is the currency symbol of the currency Euro from France?,€,symbol_or_abbreviation
What is the currency symbol of the currency West African CFA franc from Niger?,F.CFA,symbol_or_abbreviation
What is the currency symbol of the currency Eastern Caribbean dollar from Saint Lucia?,EC$,symbol_or_abbreviation
What is the currency symbol of the currency Surinamese dollar from Suriname?,$,symbol_or_abbreviation
What is the ISO code of the currency Nepalese rupee from Nepal?,NPR,iso_code
What is the currency symbol of the currency Mongolian tögrög from Mongolia?,₮,symbol_or_abbreviation
What is the ISO code of the currency Euro from Spain?,EUR,iso_code
What is the currency symbol of the currency Paraguayan guaraní from Paraguay?,₲,symbol_or_abbreviation
What is the fractional unit of the currency Burundian franc from Burundi?,Centime,fractional_unit
What is the ISO code of the currency Norwegian krone from Norway?,NOK,iso_code
What is the currency symbol of the currency South African rand from Lesotho?,R,symbol_or_abbreviation
What is the currency symbol of the currency Malaysian ringgit from Malaysia?,RM,symbol_or_abbreviation
What is the currency symbol of the currency Sterling from Falkland Islands?,£,symbol_or_abbreviation
What is the currency symbol of the currency Danish krone from Greenland?,kr,symbol_or_abbreviation
What is the fractional unit of the currency Canadian dollar from Canada?,Cent,fractional_unit
What is the fractional unit of the currency Cook Islands dollar from Cook Islands?,Cent,fractional_unit
What is the currency symbol of the currency Danish krone from Denmark?,kr,symbol_or_abbreviation
What is the currency symbol of the currency Lesotho loti from Lesotho?,L or M (pl.),symbol_or_abbreviation
What is the currency symbol of the currency Kyrgyz som from Kyrgyzstan?,⃀,symbol_or_abbreviation
What is the fractional unit of the currency Guernsey pound from Bailiwick of Guernsey?,Penny,fractional_unit
What is the fractional unit of the currency Renminbi from China?,Jiao[I],fractional_unit
What is the currency symbol of the currency Sudanese pound from Sudan?,LS,symbol_or_abbreviation
What is the currency symbol of the currency Bolivian boliviano from Bolivia?,Bs,symbol_or_abbreviation
What is the fractional unit of the currency Liberian dollar from Liberia?,Cent,fractional_unit
What is the fractional unit of the currency Brunei dollar from Singapore[M]?,Sen,fractional_unit
What is the currency symbol of the currency Turkmenistani manat from Turkmenistan?,m,symbol_or_abbreviation
What is the ISO code of the currency Euro from Italy?,EUR,iso_code
What is the ISO code of the currency Eastern Caribbean dollar from Montserrat?,XCD,iso_code
What is the ISO code of the currency Danish krone from Greenland?,DKK,iso_code
What is the ISO code of the currency Singapore dollar from Brunei[H]?,SGD,iso_code
What is the ISO code of the currency Australian dollar from Nauru?,AUD,iso_code
What is the fractional unit of the currency Sahrawi peseta from Sahrawi Republic[L]?,Centime,fractional_unit
What is the currency symbol of the currency Euro from Finland?,€,symbol_or_abbreviation
What is the ISO code of the currency Tunisian dinar from Tunisia?,TND,iso_code
What is the ISO code of the currency Djiboutian franc from Djibouti?,DJF,iso_code
"What is the ISO code of the currency South Korean won from Korea, South?",KRW,iso_code
What is the currency symbol of the currency South Sudanese pound from South Sudan?,SS£,symbol_or_abbreviation
What is the fractional unit of the currency South African rand from South Africa?,Cent,fractional_unit
What is the fractional unit of the currency Pakistani rupee from Pakistan?,Paisa,fractional_unit
What is the ISO code of the currency Malaysian ringgit from Malaysia?,MYR,iso_code
What is the ISO code of the currency Angolan kwanza from Angola?,AOA,iso_code
What is the currency symbol of the currency Rwandan franc from Rwanda?,FRw,symbol_or_abbreviation
What is the ISO code of the currency Lesotho loti from Lesotho?,LSL,iso_code
What is the currency symbol of the currency Abkhazian apsar[E] from Abkhazia?,аҧ,symbol_or_abbreviation
What is the currency symbol of the currency Gibraltar pound from Gibraltar?,£,symbol_or_abbreviation
What is the fractional unit of the currency Mauritanian ouguiya from Mauritania?,Khoums,fractional_unit
What is the currency symbol of the currency Swiss franc from Switzerland?,Fr,symbol_or_abbreviation
What is the fractional unit of the currency Moroccan dirham from Morocco?,Centime,fractional_unit
What is the fractional unit of the currency United States dollar from Ecuador?,Centavo,fractional_unit
What is the currency symbol of the currency Central African CFA franc from Central African Republic?,F.CFA,symbol_or_abbreviation
What is the fractional unit of the currency Guernsey pound from Bailiwick of Guernsey?,Penny,fractional_unit
What is the fractional unit of the currency Euro from Portugal?,Cent,fractional_unit
What is the fractional unit of the currency Moldovan leu from Moldova?,Ban,fractional_unit
What is the currency symbol of the currency Angolan kwanza from Angola?,Kz,symbol_or_abbreviation
What is the ISO code of the currency Yemeni rial from Yemen?,YER,iso_code
What is the ISO code of the currency Costa Rican colón from Costa Rica?,CRC,iso_code
What is the ISO code of the currency Euro from Vatican City?,EUR,iso_code
What is the fractional unit of the currency Yemeni rial from Yemen?,Fils,fractional_unit
What is the fractional unit of the currency Egyptian pound from Palestine[K]?,Piastre[B],fractional_unit
"What is the ISO code of the currency Bahamian dollar from Bahamas, The?",BSD,iso_code
What is the currency symbol of the currency Euro from Estonia?,€,symbol_or_abbreviation
What is the currency symbol of the currency Tanzanian shilling from Tanzania?,Sh or Shs (pl.),symbol_or_abbreviation
What is the ISO code of the currency Central African CFA franc from Central African Republic?,XAF,iso_code
What is the currency symbol of the currency Euro from Latvia?,€,symbol_or_abbreviation
What is the fractional unit of the currency Swedish krona from Sweden?,Öre,fractional_unit
What is the currency symbol of the currency Lesotho loti from Lesotho?,L or M (pl.),symbol_or_abbreviation
What is the fractional unit of the currency Lebanese pound from Lebanon?,Piastre,fractional_unit
What is the fractional unit of the currency United States dollar[G] from Bonaire?,Cent,fractional_unit
What is the fractional unit of the currency Belize dollar from Belize?,Cent,fractional_unit
What is the ISO code of the currency Gibraltar pound from Gibraltar?,GIP,iso_code
What is the ISO code of the currency Macedonian denar from North Macedonia?,MKD,iso_code
What is the ISO code of the currency Mauritian rupee from Mauritius?,MUR,iso_code
What is the fractional unit of the currency Eastern Caribbean dollar from Dominica?,Cent,fractional_unit
What is the fractional unit of the currency Pitcairn Islands dollar[E] from Pitcairn Islands?,Cent,fractional_unit
What is the currency symbol of the currency Ghanaian cedi from Ghana?,₵,symbol_or_abbreviation
What is the currency symbol of the currency Euro from Ireland?,€,symbol_or_abbreviation
What is the ISO code of the currency Lesotho loti from Lesotho?,LSL,iso_code
What is the currency symbol of the currency Armenian dram from Armenia?,֏,symbol_or_abbreviation
What is the ISO code of the currency United States dollar from Timor-Leste?,USD,iso_code
What is the ISO code of the currency Euro from Akrotiri and Dhekelia?,EUR,iso_code
What is the currency symbol of the currency Euro from San Marino?,€,symbol_or_abbreviation
What is the ISO code of the currency United States dollar from Palau?,USD,iso_code
What is the ISO code of the currency United States dollar[G] from Bonaire?,USD,iso_code
What is the currency symbol of the currency Swedish krona from Sweden?,kr,symbol_or_abbreviation
What is the ISO code of the currency Egyptian pound from Egypt?,EGP,iso_code
What is the ISO code of the currency Euro from San Marino?,EUR,iso_code
"What is the fractional unit of the currency Congolese franc from Congo, Democratic Republic of the?",Centime,fractional_unit
What is the currency symbol of the currency Brazilian real from Brazil?,R$,symbol_or_abbreviation
What is the currency symbol of the currency Central African CFA franc from Chad?,F.CFA,symbol_or_abbreviation
What is the currency symbol of the currency Botswana pula from Botswana?,P,symbol_or_abbreviation
What is the ISO code of the currency Sterling from Falkland Islands?,GBP,iso_code
What is the fractional unit of the currency Eastern Caribbean dollar from Saint Kitts and Nevis?,Cent,fractional_unit
What is the currency symbol of the currency Moldovan leu from Moldova?,Leu or Lei (pl.),symbol_or_abbreviation
What is the ISO code of the currency Falkland Islands pound from Falkland Islands?,FKP,iso_code
"What is the currency symbol of the currency Central African CFA franc from Congo, Republic of the?",F.CFA,symbol_or_abbreviation
What is the currency symbol of the currency Sudanese pound from Sudan?,LS,symbol_or_abbreviation
What is the fractional unit of the currency Sterling from Bailiwick of Guernsey?,Penny,fractional_unit
What is the fractional unit of the currency Namibian dollar from Namibia?,Cent,fractional_unit
What is the fractional unit of the currency Icelandic króna from Iceland?,Eyrir,fractional_unit
What is the ISO code of the currency Euro from Finland?,EUR,iso_code
What is the currency symbol of the currency Cuban peso from Cuba?,$,symbol_or_abbreviation
What is the currency symbol of the currency Sterling from Gibraltar?,£,symbol_or_abbreviation
What is the fractional unit of the currency United States dollar from Panama?,Cent,fractional_unit
What is the currency symbol of the currency Ethiopian birr from Ethiopia?,Br,symbol_or_abbreviation
What is the ISO code of the currency Albanian lek from Albania?,ALL,iso_code
What is the fractional unit of the currency Turkish lira from Northern Cyprus?,Kuruş,fractional_unit
What is the currency symbol of the currency Bangladeshi taka from Bangladesh?,৳,symbol_or_abbreviation
What is the ISO code of the currency West African CFA franc from Côte d'Ivoire?,XOF,iso_code
"What is the ISO code of the currency North Korean won from Korea, North?",KPW,iso_code
What is the ISO code of the currency Singapore dollar from Singapore[M]?,SGD,iso_code
What is the currency symbol of the currency Bolivian boliviano from Bolivia?,Bs,symbol_or_abbreviation
What is the ISO code of the currency Euro from Germany?,EUR,iso_code
What is the ISO code of the currency Nigerian naira from Nigeria?,NGN,iso_code
What is the currency symbol of the currency Lebanese pound from Lebanon?,LL,symbol_or_abbreviation
What is the fractional unit of the currency Bangladeshi taka from Bangladesh?,Poisha,fractional_unit
What is the fractional unit of the currency Euro from France?,Cent,fractional_unit
What is the currency symbol of the currency Romanian leu from Romania?,Leu or Lei (pl.),symbol_or_abbreviation
What is the ISO code of the currency Philippine peso from Philippines?,PHP,iso_code
What is the currency symbol of the currency Jordanian dinar from Jordan?,JD,symbol_or_abbreviation
What is the currency symbol of the currency Belarusian ruble from Belarus?,Br,symbol_or_abbreviation
What is the ISO code of the currency Colombian peso from Colombia?,COP,iso_code
What is the currency symbol of the currency CFP franc from French Polynesia?,₣,symbol_or_abbreviation
What is the currency symbol of the currency Sterling from South Georgia and the South Sandwich Islands?,£,symbol_or_abbreviation
What is the ISO code of the currency Tajikistani somoni from Tajikistan?,TJS,iso_code
What is the currency symbol of the currency Bermudian dollar from Bermuda?,$,symbol_or_abbreviation
What is the ISO code of the currency Eastern Caribbean dollar from Saint Kitts and Nevis?,XCD,iso_code
What is the currency symbol of the currency United States dollar from United States?,$,symbol_or_abbreviation
What is the currency symbol of the currency Swiss franc from Switzerland?,Fr,symbol_or_abbreviation
What is the currency symbol of the currency Euro from Lithuania?,€,symbol_or_abbreviation
What is the fractional unit of the currency Guernsey pound from Bailiwick of Guernsey?,Penny,fractional_unit
What is the fractional unit of the currency Lao kip from Laos?,Att,fractional_unit
What is the ISO code of the currency Eastern Caribbean dollar from Anguilla?,XCD,iso_code
What is the currency symbol of the currency Fijian dollar from Fiji?,$,symbol_or_abbreviation
What is the fractional unit of the currency Liberian dollar from Liberia?,Cent,fractional_unit
What is the ISO code of the currency Falkland Islands pound from Falkland Islands?,FKP,iso_code
What is the ISO code of the currency Euro from Montenegro?,EUR,iso_code
What is the fractional unit of the currency Moroccan dirham from Morocco?,Centime,fractional_unit
What is the currency symbol of the currency Pakistani rupee from Pakistan?,Re or Rs (pl.),symbol_or_abbreviation
What is the ISO code of the currency Ghanaian cedi from Ghana?,GHS,iso_code
What is the fractional unit of the currency Swiss franc from Liechtenstein?,Rappen,fractional_unit
What is the ISO code of the currency Euro from Finland?,EUR,iso_code
What is the currency symbol of the currency Russian ruble from South Ossetia?,₽,symbol_or_abbreviation
What is the currency symbol of the currency Euro from Austria?,€,symbol_or_abbreviation
What is the currency symbol of the currency Dominican peso from Dominican Republic?,$,symbol_or_abbreviation
What is the ISO code of the currency Iraqi dinar from Iraq?,IQD,iso_code
What is the ISO code of the currency New Zealand dollar from Pitcairn Islands?,NZD,iso_code
What is the fractional unit of the currency Eastern Caribbean dollar from Antigua and Barbuda?,Cent,fractional_unit
What is the fractional unit of the currency Manx pound from Isle of Man?,Penny,fractional_unit
What is the ISO code of the currency Euro from Kosovo?,EUR,iso_code
What is the currency symbol of the currency Indian rupee from India?,₹,symbol_or_abbreviation
What is the currency symbol of the currency Euro from Austria?,€,symbol_or_abbreviation
What is the ISO code of the currency Egyptian pound from Palestine[K]?,EGP,iso_code
What is the ISO code of the currency Euro from Portugal?,EUR,iso_code
What is the fractional unit of the currency Sterling from South Georgia and the South Sandwich Islands?,Penny,fractional_unit
What is the currency symbol of the currency Venezuelan digital bolívar from Venezuela?,Bs.D,symbol_or_abbreviation
What is the fractional unit of the currency West African CFA franc from Benin?,Centime,fractional_unit
What is the fractional unit of the currency Jersey pound from Jersey?,Penny,fractional_unit
What is the fractional unit of the currency Canadian dollar from Canada?,Cent,fractional_unit
What is the ISO code of the currency Euro from Monaco?,EUR,iso_code
What is the currency symbol of the currency Syrian pound from Syria?,LS,symbol_or_abbreviation
What is the ISO code of the currency Ugandan shilling from Uganda?,UGX,iso_code
What is the fractional unit of the currency Sierra Leonean leone from Sierra Leone?,Cent,fractional_unit
What is the fractional unit of the currency Nicaraguan córdoba from Nicaragua?,Centavo,fractional_unit
What is the currency symbol of the currency New Zealand dollar from New Zealand?,$,symbol_or_abbreviation
What is the fractional unit of the currency United States dollar from Micronesia?,Cent,fractional_unit
"What is the fractional unit of the currency Gambian dalasi from Gambia, The?",Butut,fractional_unit
What is the ISO code of the currency Guinean franc from Guinea?,GNF,iso_code
What is the currency symbol of the currency Barbadian dollar from Barbados?,$,symbol_or_abbreviation
What is the currency symbol of the currency Hungarian forint from Hungary?,Ft,symbol_or_abbreviation
"What is the currency symbol of the currency Gambian dalasi from Gambia, The?",D,symbol_or_abbreviation
What is the currency symbol of the currency Guinean franc from Guinea?,Fr,symbol_or_abbreviation
What is the ISO code of the currency Euro from Lithuania?,EUR,iso_code
What is the currency symbol of the currency Euro from Finland?,€,symbol_or_abbreviation
What is the fractional unit of the currency Australian dollar from Australia?,Cent,fractional_unit
What is the ISO code of the currency Tongan paʻanga[O] from Tonga?,TOP,iso_code
What is the currency symbol of the currency Mauritanian ouguiya from Mauritania?,UM,symbol_or_abbreviation
What is the currency symbol of the currency New Zealand dollar from New Zealand?,$,symbol_or_abbreviation
What is the currency symbol of the currency Sterling from Falkland Islands?,£,symbol_or_abbreviation
What is the ISO code of the currency Euro from Croatia?,EUR,iso_code
What is the fractional unit of the currency Sri Lankan rupee from Sri Lanka?,Cent,fractional_unit
What is the ISO code of the currency Hungarian forint from Hungary?,HUF,iso_code
What is the fractional unit of the currency Aruban florin from Aruba?,Cent,fractional_unit
What is the fractional unit of the currency Yemeni rial from Yemen?,Fils,fractional_unit
What is the ISO code of the currency South African rand from Namibia?,ZAR,iso_code
What is the ISO code of the currency Kuwaiti dinar from Kuwait?,KWD,iso_code
What is the currency symbol of the currency Samoan tālā from Samoa?,$,symbol_or_abbreviation
What is the fractional unit of the currency Tajikistani somoni from Tajikistan?,Diram,fractional_unit
What is the ISO code of the currency Bahraini dinar from Bahrain?,BHD,iso_code
What is the ISO code of the currency Belarusian ruble from Belarus?,BYN,iso_code
What is the currency symbol of the currency Iraqi dinar from Iraq?,ID,symbol_or_abbreviation
What is the fractional unit of the currency New Zealand dollar from Niue?,Cent,fractional_unit
What is the currency symbol of the currency Euro from Latvia?,€,symbol_or_abbreviation
What is the fractional unit of the currency Sterling from Saint Helena?,Penny,fractional_unit
What is the fractional unit of the currency United States dollar from Liberia?,Cent,fractional_unit
What is the currency symbol of the currency Euro from San Marino?,€,symbol_or_abbreviation
What is the fractional unit of the currency Cambodian riel from Cambodia?,Sen,fractional_unit
What is the currency symbol of the currency Armenian dram from Armenia?,֏,symbol_or_abbreviation
"What is the currency symbol of the currency North Korean won from Korea, North?",₩,symbol_or_abbreviation
What is the currency symbol of the currency Caribbean guilder from Curaçao?,Cg,symbol_or_abbreviation
What is the fractional unit of the currency Turkish lira from Turkey?,Kuruş,fractional_unit
What is the ISO code of the currency Turkmenistani manat from Turkmenistan?,TMT,iso_code
What is the ISO code of the currency Euro from San Marino?,EUR,iso_code
What is the ISO code of the currency Seychellois rupee from Seychelles?,SCR,iso_code
What is the currency symbol of the currency Cayman Islands dollar from Cayman Islands?,$,symbol_or_abbreviation
What is the fractional unit of the currency Lao kip from Laos?,Att,fractional_unit
What is the fractional unit of the currency Faroese króna from Faroe Islands?,Oyra,fractional_unit
What is the fractional unit of the currency United States dollar from Palau?,Cent,fractional_unit
What is the currency symbol of the currency São Tomé and Príncipe dobra from São Tomé and Príncipe?,Db,symbol_or_abbreviation
What is the ISO code of the currency Eastern Caribbean dollar from Saint Vincent and the Grenadines?,XCD,iso_code
What is the ISO code of the currency Romanian leu from Romania?,RON,iso_code
What is the ISO code of the currency Russian ruble from Russia?,RUB,iso_code
What is the ISO code of the currency Tanzanian shilling from Tanzania?,TZS,iso_code
What is the ISO code of the currency Nepalese rupee from Nepal?,NPR,iso_code
What is the fractional unit of the currency Euro from Croatia?,Cent,fractional_unit
"What is the ISO code of the currency Gambian dalasi from Gambia, The?",GMD,iso_code
What is the fractional unit of the currency Chilean peso from Chile?,Centavo,fractional_unit
What is the currency symbol of the currency Renminbi from China?,¥,symbol_or_abbreviation
What is the fractional unit of the currency Euro from Ireland?,Cent,fractional_unit
What is the currency symbol of the currency Australian dollar from Kiribati?,$,symbol_or_abbreviation
What is the fractional unit of the currency United States dollar from El Salvador?,Cent,fractional_unit
What is the currency symbol of the currency Malawian kwacha from Malawi?,K,symbol_or_abbreviation
What is the ISO code of the currency Pakistani rupee from Pakistan?,PKR,iso_code
What is the fractional unit of the currency Lao kip from Laos?,Att,fractional_unit
What is the fractional unit of the currency Cook Islands dollar from Cook Islands?,Cent,fractional_unit
What is the fractional unit of the currency Venezuelan sovereign bolívar from Venezuela?,Céntimo,fractional_unit
What is the ISO code of the currency Euro from San Marino?,EUR,iso_code
What is the fractional unit of the currency Brunei dollar from Singapore[M]?,Sen,fractional_unit
What is the currency symbol of the currency Somali shilling from Somalia?,Sh or Shs (pl.),symbol_or_abbreviation
"What is the currency symbol of the currency North Korean won from Korea, North?",₩,symbol_or_abbreviation
What is the ISO code of the currency Guyanese dollar from Guyana?,GYD,iso_code
What is the currency symbol of the currency Eritrean nakfa from Eritrea?,Nkf,symbol_or_abbreviation
What is the currency symbol of the currency Bhutanese ngultrum[F] from Bhutan?,Nu,symbol_or_abbreviation
What is the currency symbol of the currency Macanese pataca from Macau?,$ or ptc,symbol_or_abbreviation
What is the fractional unit of the currency Haitian gourde from Haiti?,Centime,fractional_unit
What is the currency symbol of the currency United States dollar from Marshall Islands?,$,symbol_or_abbreviation
What is the ISO code of the currency Egyptian pound from Palestine[K]?,EGP,iso_code
What is the fractional unit of the currency Sierra Leonean leone from Sierra Leone?,Cent,fractional_unit
What is the fractional unit of the currency Euro from Slovenia?,Cent,fractional_unit
What is the currency symbol of the currency Belize dollar from Belize?,$,symbol_or_abbreviation
What is the ISO code of the currency Pakistani rupee from Pakistan?,PKR,iso_code
What is the currency symbol of the currency Solomon Islands dollar from Solomon Islands?,$,symbol_or_abbreviation
What is the ISO code of the currency New Taiwan dollar from Taiwan?,TWD,iso_code
What is the fractional unit of the currency Central African CFA franc from Central African Republic?,Centime,fractional_unit
What is the fractional unit of the currency Singapore dollar from Singapore[M]?,Cent,fractional_unit
What is the currency symbol of the currency Angolan kwanza from Angola?,Kz,symbol_or_abbreviation
What is the currency symbol of the currency Moldovan leu from Moldova?,Leu or Lei (pl.),symbol_or_abbreviation
What is the fractional unit of the currency Algerian dinar from Algeria?,Centime,fractional_unit
What is the ISO code of the currency Sterling from South Georgia and the South Sandwich Islands?,GBP,iso_code
What is the currency symbol of the currency Euro from Monaco?,€,symbol_or_abbreviation
"What is the currency symbol of the currency North Korean won from Korea, North?",₩,symbol_or_abbreviation
What is the ISO code of the currency West African CFA franc from Niger?,XOF,iso_code
What is the ISO code of the currency Cambodian riel from Cambodia?,KHR,iso_code
What is the fractional unit of the currency Ghanaian cedi from Ghana?,Pesewa,fractional_unit
What is the ISO code of the currency Bangladeshi taka from Bangladesh?,BDT,iso_code
What is the currency symbol of the currency Comorian franc from Comoros?,FC,symbol_or_abbreviation
What is the ISO code of the currency Mauritanian ouguiya from Mauritania?,MRU,iso_code
What is the currency symbol of the currency United States dollar from Panama?,$,symbol_or_abbreviation
What is the ISO code of the currency Belarusian ruble from Belarus?,BYN,iso_code
What is the ISO code of the currency West African CFA franc from Togo?,XOF,iso_code
What is the fractional unit of the currency New Taiwan dollar from Taiwan?,Cent,fractional_unit
What is the ISO code of the currency Sterling from United Kingdom?,GBP,iso_code
What is the fractional unit of the currency Tanzanian shilling from Tanzania?,Cent,fractional_unit
What is the fractional unit of the currency Saint Helena pound from Saint Helena?,Penny,fractional_unit
What is the ISO code of the currency Swedish krona from Sweden?,SEK,iso_code
What is the currency symbol of the currency Jordanian dinar from Palestine[K]?,JD,symbol_or_abbreviation
"What is the ISO code of the currency Congolese franc from Congo, Democratic Republic of the?",CDF,iso_code
What is the ISO code of the currency New Zealand dollar from Niue?,NZD,iso_code
What is the ISO code of the currency Sierra Leonean leone from Sierra Leone?,SLE,iso_code
What is the fractional unit of the currency Indian rupee from Bhutan?,Paisa,fractional_unit
What is the currency symbol of the currency Mauritian rupee from Mauritius?,Re or Rs (pl.),symbol_or_abbreviation
What is the fractional unit of the currency Belarusian ruble from Belarus?,Kopeck,fractional_unit
What is the fractional unit of the currency Argentine peso from Argentina?,Centavo,fractional_unit
What is the currency symbol of the currency Sierra Leonean leone from Sierra Leone?,Le,symbol_or_abbreviation
What is the currency symbol of the currency New Zealand dollar from Niue?,$,symbol_or_abbreviation
What is the currency symbol of the currency Burmese kyat from Myanmar?,K or Ks (pl.),symbol_or_abbreviation
What is the ISO code of the currency Israeli new shekel from Israel?,ILS,iso_code
What is the fractional unit of the currency Libyan dinar from Libya?,Dirham,fractional_unit
What is the currency symbol of the currency Sterling from Jersey?,£,symbol_or_abbreviation
What is the ISO code of the currency Norwegian krone from Norway?,NOK,iso_code
What is the fractional unit of the currency Zambian kwacha from Zambia?,Ngwee,fractional_unit
What is the ISO code of the currency Euro from Vatican City?,EUR,iso_code
What is the ISO code of the currency Central African CFA franc from Equatorial Guinea?,XAF,iso_code
What is the currency symbol of the currency Eastern Caribbean dollar from Saint Lucia?,EC$,symbol_or_abbreviation
What is the fractional unit of the currency South African rand from Eswatini?,Cent,fractional_unit
What is the ISO code of the currency Libyan dinar from Libya?,LYD,iso_code
What is the ISO code of the currency Ukrainian hryvnia from Ukraine?,UAH,iso_code
What is the currency symbol of the currency Bosnia and Herzegovina convertible mark from Bosnia and Herzegovina?,KM,symbol_or_abbreviation
What is the currency symbol of the currency West African CFA franc from Guinea-Bissau?,F.CFA,symbol_or_abbreviation
What is the fractional unit of the currency Kiribati dollar[E] from Kiribati?,Cent,fractional_unit
What is the currency symbol of the currency Armenian dram from Armenia?,֏,symbol_or_abbreviation
What is the fractional unit of the currency United States dollar[G] from Bonaire?,Cent,fractional_unit
What is the fractional unit of the currency Bulgarian lev from Bulgaria?,Stotinka,fractional_unit
What is the currency symbol of the currency Cayman Islands dollar from Cayman Islands?,$,symbol_or_abbreviation
What is the fractional unit of the currency Albanian lek from Albania?,Qintar,fractional_unit
What is the currency symbol of the currency Saint Helena pound from Saint Helena?,£,symbol_or_abbreviation
What is the currency symbol of the currency Mauritanian ouguiya from Mauritania?,UM,symbol_or_abbreviation
What is the currency symbol of the currency Moroccan dirham from Morocco?,DH,symbol_or_abbreviation
What is the currency symbol of the currency Kenyan shilling from Kenya?,Sh or Shs (pl.),symbol_or_abbreviation
